NAMES,SMILES,VALUE
C1003_A0048,Cc1n(C)c(C(F)(F)F)n[n+]1CCCF.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323
C0277_A0051,Cc1n(C)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[n+]1C.[O-][Cl+3]([O-])([O-])[O-],294
C0277_A0020,Cc1n(C)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[n+]1C.F[B-](F)(F)F,306
C0277_A0048,Cc1n(C)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313
C0801_A0051,Cc1n(C)c(C(F)(F)F)n[n+]1C.[O-][Cl+3]([O-])([O-])[O-],270
C0801_A0020,Cc1n(C)c(C(F)(F)F)n[n+]1C.F[B-](F)(F)F,326
C0801_A0048,Cc1n(C)c(C(F)(F)F)n[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,368
C0801_A0084,Cc1n(C)c(C(F)(F)F)n[n+]1C.O=S(=O)([O-])C(F)(F)F,324
C0902_A0090,Cn1cc[n+](N)n1.O=[N+]([O-])[O-],185
C0902_A0073,Cn1cc[n+](N)n1.[N-]=[N+]=[N-],156
C0298_A0090,CCn1cc[n+](N)n1.O=[N+]([O-])[O-],165
C0154_A0090,CCCn1cc[n+](N)n1.O=[N+]([O-])[O-],165
C1370_A0090,C/C=C/[n+]1ccn(N)n1.O=[N+]([O-])[O-],135
C0216_A0090,CCCCn1cc[n+](N)n1.O=[N+]([O-])[O-],175
C1353_A0073,Nn1cn[n+](CCO)c1.[N-]=[N+]=[N-],129
C1369_A0073,C=CC[n+]1cn(N)cn1.[N-]=[N+]=[N-],109
C0936_A0073,C=CCn1cc[n+](N)n1.[N-]=[N+]=[N-],114
C0405_A0004,Nn1cn[n+](CCBr)c1.[Br-],154
C0411_A0079,C[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,360
C0876_A0079,CC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,350
C0315_A0008,CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)F,236
C0315_A0043,CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,311
C0315_A0009,CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,327
C0315_A0021,CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,324
C0315_A0079,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,350
C0315_A0071,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,250
C0315_A0087,CC(=O)[O-].CCCC[N+]1(C)CCCC1,150
C0821_A0079,CCCCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,350
C1153_A0048,COC(=O)C[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,290
C0397_A0079,CCCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,350
C1091_A0020,COC[N+]1(C)CCCC1.F[B-](F)(F)F,290
C1091_A0048,COC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,269
C1091_A0008,COC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)F,227
C1091_A0043,COC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,299
C1465_A0020,CO[C@H](C)[N+]1(C)CCCC1.F[B-](F)(F)F,390
C1465_A0048,CO[C@H](C)[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,416
C1465_A0008,CO[C@H](C)[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)F,232
C1465_A0043,CO[C@H](C)[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,289
C1308_A0048,CCOCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,325
C1368_A0048,C=CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,321
C1337_A0048,C=CC[N+]1(CC=C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,302
C0044_A0048,CC[N+]1(CC(=O)OC)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,335
C0728_A0020,COCC[N+]1(C)CCCCC1.F[B-](F)(F)F,387
C0728_A0048,COCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,417
C0728_A0008,COCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)F,234
C0728_A0043,COCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,301
C0728_A0009,COCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,297
C0728_A0021,COCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,298
C0137_A0020,CCCC[N+]1(C)CCCCC1.F[B-](F)(F)F,403
C0137_A0008,CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)F,244
C0137_A0043,CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,308
C0137_A0009,CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,325
C0137_A0021,CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323
C1367_A0048,C=CC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,345
C1336_A0048,C=CC[N+]1(CC=C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,339
C0734_A0020,CCCC[n+]1ccccc1.F[B-](F)(F)F,342
C0734_A0048,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,404
C0734_A0031,CCCC[n+]1ccccc1.O=C([O-])c1ccccc1,234
C0845_A0031,CCCC[n+]1ccc(C)cc1.O=C([O-])c1ccccc1,229
C0062_A0031,CC[n+]1ccccc1.O=C([O-])c1ccccc1,227
C0310_A0056,C[S+](C)C.N#C[N-]C#N,183
C0598_A0056,CC[S+](CC)CC.N#C[N-]C#N,180
C0729_A0056,CC[S+](C)C.N#C[N-]C#N,182
C1280_A0056,CC[S+](C)CC.N#C[N-]C#N,176
C1452_A0056,CCC[S+](C)CCC.N#C[N-]C#N,178
C1451_A0056,CCCC[S+](C)CCCC.N#C[N-]C#N,178
C1435_A0056,CCC[S+](CC)CCC.N#C[N-]C#N,176
C1434_A0056,CCCC[S+](CC)CCCC.N#C[N-]C#N,179
C0985_A0048,C[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,380
C0687_A0033,CC[N+](CC)(CC)CC.[Cl-],264
C0687_A0048,CC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,439
C0687_A0067,CC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,423
C0687_A0003,CC[N+](CC)(CC)CC.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,411
C0687_A0011,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,388
C1226_A0048,CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,397
C0297_A0048,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,403
C0297_A0003,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,403
C0446_A0048,CC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,199
C0394_A0048,CCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,200
C0179_A0048,CCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,200
C0864_A0048,CCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,202
C0099_A0048,CCCCCCCC[N+](C)(C)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,200
C0962_A0048,CCCCCCCCC[N+](C)(C)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,199
C0662_A0048,CCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,200
C0823_A0048,CCCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,206
C0213_A0048,CC[N+](C)(CC)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,197
C0686_A0048,CC[N+](CC)(CC)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,179
C0272_A0020,CCC[N+](C)(CC)CC.F[B-](F)(F)F,393
C0272_A0048,CCC[N+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,404
C0272_A0008,CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)F,252
C0272_A0043,CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)F,315
C0272_A0009,CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,315
C0272_A0021,CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,273
C0981_A0020,CCCC[N+](C)(CC)CC.F[B-](F)(F)F,392
C0981_A0008,CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)F,212
C0981_A0043,CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)F,320
C0981_A0009,CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,307
C0981_A0021,CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,314
C0452_A0020,COCC[N+](C)(C)C.F[B-](F)(F)F,376
C0452_A0048,COCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,382
C0452_A0008,COCC[N+](C)(C)C.F[B-](F)(F)C(F)(F)F,186
C0452_A0043,COCC[N+](C)(C)C.F[B-](F)(F)C(F)(F)C(F)(F)F,326
C0452_A0009,COCC[N+](C)(C)C.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,284
C0452_A0021,COCC[N+](C)(C)C.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,307
C0918_A0020,CC[N+](C)(C)CCOC.F[B-](F)(F)F,377
C0918_A0048,CC[N+](C)(C)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,388
C0918_A0043,CC[N+](C)(C)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)F,307
C0918_A0021,CC[N+](C)(C)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,283
C0918_A0008,CC[N+](C)(C)CCOC.F[B-](F)(F)C(F)(F)F,163
C0918_A0009,CC[N+](C)(C)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,291
C0406_A0020,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,372
C0406_A0048,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,390
C0406_A0043,CC[N+](C)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)F,322
C0406_A0008,CC[N+](C)(CC)CCOC.F[B-](F)(F)C(F)(F)F,174
C0406_A0009,CC[N+](C)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,275
C0406_A0021,CC[N+](C)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,287
C0260_A0020,CC[N+](CC)(CC)CCOC.F[B-](F)(F)F,372
C0260_A0048,CC[N+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,386
C0260_A0008,CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)F,210
C0260_A0043,CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)F,345
C0260_A0009,CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,351
C0260_A0021,CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,305
C0979_A0026,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[BH4-],144
C0979_A0020,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.F[B-](F)(F)F,294
C0979_A0048,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,367
C0979_A0090,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=[N+]([O-])[O-],202
C0979_A0007,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=C1[N-]S(=O)(=O)c2ccccc21,205
C0979_A0030,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.Cc1ccc(S(=O)(=O)[O-])cc1,241
C0979_A0017,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([O-])O,196
C0979_A0011,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.F[P-](F)(F)(F)(F)F,274
C0979_A0012,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=P([O-])(O)O,176
C0979_A0087,CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,175
C0979_A0064,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=C([O-])C(F)(F)F,183
C0979_A0031,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=C([O-])c1ccccc1,161
C0979_A0024,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=C[O-],174
C0979_A0070,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=C([O-])O,176
C0979_A0173,C/C=C/C(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,183
C0979_A0174,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=C([O-])c1ccccc1S,202
C0979_A0158,CCCCCC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,148
C0176_A0048,CCCCCCCC[N+]12CCN(CC1)CC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,150
C0036_A0010,CCC[NH2+]CCC.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,134
C0036_A0037,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CCC[NH2+]CCC,101
C0287_A0010,CCCC[NH2+]CCCC.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,149
C0287_A0005,CCCC[NH2+]CCCC.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,149
C0779_A0005,CC(C)C[NH2+]CC(C)C.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,186
C0225_A0020,F[B-](F)(F)F.O=C1CCCCC[NH2+]1,239
C0225_A0090,O=C1CCCCC[NH2+]1.O=[N+]([O-])[O-],188
C0225_A0064,O=C([O-])C(F)(F)F.O=C1CCCCC[NH2+]1,135
C0225_A0031,O=C([O-])c1ccccc1.O=C1CCCCC[NH2+]1,118
C0225_A0089,O=C([O-])CCl.O=C1CCCCC[NH2+]1,117
C0873_A0020,F[B-](F)(F)F.O=C1CCC[NH2+]1,233
C0873_A0090,O=C1CCC[NH2+]1.O=[N+]([O-])[O-],168
C0873_A0064,O=C([O-])C(F)(F)F.O=C1CCC[NH2+]1,125
C0873_A0031,O=C([O-])c1ccccc1.O=C1CCC[NH2+]1,163
C0873_A0012,O=C1CCC[NH2+]1.O=P([O-])(O)O,249
C0329_A0017,C[N+](C)(C)CCCCS(=O)(=O)O.O=S(=O)([O-])O,346
C0329_A0175,C[N+](C)(C)CCCCS(=O)(=O)O.Cc1ccccc1S(=O)(=O)[O-],333
C0695_A0056,CC[N+](CC)(CC)Cc1ccccc1.N#C[N-]C#N,236
C0695_A0030,CC[N+](CC)(CC)Cc1ccccc1.Cc1ccc(S(=O)(=O)[O-])cc1,280
C0695_A0064,CC[N+](CC)(CC)Cc1ccccc1.O=C([O-])C(F)(F)F,199
C0695_A0007,CC[N+](CC)(CC)Cc1ccccc1.O=C1[N-]S(=O)(=O)c2ccccc21,209
C0695_A0015,CC[N+](CC)(CC)Cc1ccccc1.N#C[S-],88
C1056_A0056,C[N+](C)(C)c1ccccc1.N#C[N-]C#N,195
C1056_A0030,C[N+](C)(C)c1ccccc1.Cc1ccc(S(=O)(=O)[O-])cc1,275
C1056_A0064,C[N+](C)(C)c1ccccc1.O=C([O-])C(F)(F)F,182
C1056_A0015,C[N+](C)(C)c1ccccc1.N#C[S-],116
C1488_A0048,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,385
C0542_A0033,C[N+](C)(Cc1ccccc1)Cc1ccccc1.[Cl-],194
C0542_A0004,C[N+](C)(Cc1ccccc1)Cc1ccccc1.[Br-],191
C0542_A0020,C[N+](C)(Cc1ccccc1)Cc1ccccc1.F[B-](F)(F)F,317
C0542_A0011,C[N+](C)(Cc1ccccc1)Cc1ccccc1.F[P-](F)(F)(F)(F)F,316
C0205_A0033,Cc1ccccc1C[N+](C)(C)Cc1ccccc1C.[Cl-],191
C0205_A0020,Cc1ccccc1C[N+](C)(C)Cc1ccccc1C.F[B-](F)(F)F,277
C0205_A0011,Cc1ccccc1C[N+](C)(C)Cc1ccccc1C.F[P-](F)(F)(F)(F)F,287
C0035_A0033,Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1.[Cl-],191
C0035_A0020,Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1.F[B-](F)(F)F,310
C0035_A0011,Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1.F[P-](F)(F)(F)(F)F,295
C1058_A0033,Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1.[Cl-],201
C1058_A0020,Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1.F[B-](F)(F)F,290
C1058_A0004,Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1.[Br-],195
C1058_A0011,Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1.F[P-](F)(F)(F)(F)F,290
C0313_A0004,CCCC[N+](C)(C)CCCC.[Br-],226
C0313_A0011,CCCC[N+](C)(C)CCCC.F[P-](F)(F)(F)(F)F,342
C1415_A0056,CCCCCCN(CCCCCC)C(N(CCCCCC)CCCCCC)=[N+](C)C.N#C[N-]C#N,250
C1415_A0030,CCCCCCN(CCCCCC)C(N(CCCCCC)CCCCCC)=[N+](C)C.Cc1ccc(S(=O)(=O)[O-])cc1,200
C1415_A0064,CCCCCCN(CCCCCC)C(N(CCCCCC)CCCCCC)=[N+](C)C.O=C([O-])C(F)(F)F,190
C1415_A0015,CCCCCCN(CCCCCC)C(N(CCCCCC)CCCCCC)=[N+](C)C.N#C[S-],275
C0268_A0090,CCCC[N+](C)=C(N(C)C)N(C)C.O=[N+]([O-])[O-],314
C0268_A0063,CCCC[N+](C)=C(N(C)C)N(C)C.O=[N+]([O-])[N-][N+](=O)[O-],196
C0641_A0090,Cn1cnn(C)c1=[N+](C)C.O=[N+]([O-])[O-],229
C1366_A0051,CCCC/[N+](=c/1n(C)cnn1C)/C.[O-][Cl+3]([O-])([O-])[O-],284
C1366_A0090,CCCC/[N+](=c/1n(C)cnn1C)/C.O=[N+]([O-])[O-],211
C1366_A0063,CCCC/[N+](=c/1n(C)cnn1C)/C.O=[N+]([O-])[N-][N+](=O)[O-],197
C1152_A0051,CCC[NH+]=C1N(C)CCN1C.[O-][Cl+3]([O-])([O-])[O-],271
C0046_A0090,CCC[N+](C)=C1N(C)CCN1C.O=[N+]([O-])[O-],272
C0164_A0051,CCCC[N+](C)=C1N(C)CCN1C.[O-][Cl+3]([O-])([O-])[O-],303
C0164_A0090,CCCC[N+](C)=C1N(C)CCN1C.O=[N+]([O-])[O-],246
C1363_A0051,CCC[NH+]=C1N(C)CCCN1C.[O-][Cl+3]([O-])([O-])[O-],265
C1029_A0051,CCC[N+](C)=C1N(C)CCCN1C.[O-][Cl+3]([O-])([O-])[O-],273
C1029_A0090,CCC[N+](C)=C1N(C)CCCN1C.O=[N+]([O-])[O-],308
C0568_A0051,CCCC[N+](C)=C1N(C)CCCN1C.[O-][Cl+3]([O-])([O-])[O-],276
C1019_A0051,CCC[N+](C)=C1N(C)COCN1C.[O-][Cl+3]([O-])([O-])[O-],244
C1019_A0090,CCC[N+](C)=C1N(C)COCN1C.O=[N+]([O-])[O-],238
C0926_A0048,C[P+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,420
C1119_A0079,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,390
C1119_A0048,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,400
C1119_A0031,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=C([O-])c1ccccc1,218
C1119_A0056,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,395
C1119_A0055,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[C-](C#N)C#N,415
C1119_A0178,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.COC(=S)[S-],290
C1199_A0141,CCCC[P+](CCCC)(CCCC)CCCC.NCC(=O)[O-],200
C1199_A0134,CCCC[P+](CCCC)(CCCC)CCCC.C[C@H](N)C(=O)[O-],202
C1199_A0146,CCCC[P+](CCCC)(CCCC)CCCC.N[C@@H](CO)C(=O)[O-],220
C1199_A0142,CCCC[P+](CCCC)(CCCC)CCCC.NCCCC[C@H](N)C(=O)[O-],225
C0189_A0049,CC1=CC(=O)[N-]S(=O)(=O)O1.CCCCCC[P+](CC)(CCCCCC)CCCCCC,184
C1476_A0049,CC1=CC(=O)[N-]S(=O)(=O)O1.CCCCCC[P+](CCC)(CCCCCC)CCCCCC,185
C1416_A0049,CC1=CC(=O)[N-]S(=O)(=O)O1.CCCCCC[P+](CCCC)(CCCCCC)CCCCCC,186
C0455_A0049,CC1=CC(=O)[N-]S(=O)(=O)O1.CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,212
C1445_A0049,CC1=CC(=O)[N-]S(=O)(=O)O1.CCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,220
C1475_A0049,CC1=CC(=O)[N-]S(=O)(=O)O1.CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,194
C1423_A0049,CC1=CC(=O)[N-]S(=O)(=O)O1.CCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,213
C1432_A0049,CC1=CC(=O)[N-]S(=O)(=O)O1.CCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,203
C1446_A0049,CC1=CC(=O)[N-]S(=O)(=O)O1.CCCCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,210
C0990_A0031,CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=C([O-])c1ccccc1,236
C1210_A0048,CCCCCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,400
C0722_A0071,CCOC(N(C)C)=[N+](C)C.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,220
C1044_A0020,C[N+]1(CCO)CCOCC1.F[B-](F)(F)F,300
C1044_A0048,C[N+]1(CCO)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,370
C1044_A0011,C[N+]1(CCO)CCOCC1.F[P-](F)(F)(F)(F)F,280
C1456_A0048,COC(=O)C[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,310
C0318_A0051,CCC[N+]1(C)CCOCC1.[O-][Cl+3]([O-])([O-])[O-],312
C0318_A0090,CCC[N+]1(C)CCOCC1.O=[N+]([O-])[O-],285
C0318_A0048,CCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,200
C0318_A0011,CCC[N+]1(C)CCOCC1.F[P-](F)(F)(F)(F)F,200
C0700_A0051,C[N+]1(CCCF)CCOCC1.[O-][Cl+3]([O-])([O-])[O-],276
C0700_A0048,C[N+]1(CCCF)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,342
C0700_A0090,C[N+]1(CCCF)CCOCC1.O=[N+]([O-])[O-],289
C0700_A0084,C[N+]1(CCCF)CCOCC1.O=S(=O)([O-])C(F)(F)F,293
C0700_A0011,C[N+]1(CCCF)CCOCC1.F[P-](F)(F)(F)(F)F,196
C1463_A0048,CCO[C@H](C)[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,389
C0793_A0048,C[N+]1(CCOCC(F)(F)F)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,412
C0793_A0090,C[N+]1(CCOCC(F)(F)F)CCOCC1.O=[N+]([O-])[O-],277
C0793_A0011,C[N+]1(CCOCC(F)(F)F)CCOCC1.F[P-](F)(F)(F)(F)F,268
