NAMES,SMILES,TEMPERATURE,PRESSURE,VALUE
C1199_A0325,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCC[P+](CCCC)(CCCC)CCCC,298,0.1,3.62
C2102_A0325,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCC[P+](CCCC)(CCCC)CC(=O)OCC,298,0.1,3.59
C2104_A0325,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCC[P+](CCCC)(CCCC)CCOCCOCCOC,298,0.1,3.09
C2107_A0055,C[n+]1cc2n(n1)CCCC2.N#C[C-](C#N)C#N,296,0.1,1.75
C2108_A0055,CC[n+]1cc2n(n1)CCCC2.N#C[C-](C#N)C#N,296,0.1,1.57
C2109_A0055,CCC[n+]1cc2n(n1)CCCC2.N#C[C-](C#N)C#N,296,0.1,1.86
C2110_A0055,CCCC[n+]1cc2n(n1)CCCC2.N#C[C-](C#N)C#N,296,0.1,1.93
C2000_A0056,C[N+](C)(C)CCN=[N+]=[N-].N#C[N-]C#N,298,0.1,1.91
C2008_A0056,CCCC[N+](C)(C)CCN=[N+]=[N-].N#C[N-]C#N,298,0.1,2
C2009_A0056,C=CC[N+](C)(C)CCN=[N+]=[N-].N#C[N-]C#N,298,0.1,1.85
C0316_A0056,C=CCn1cc[n+](C)c1.N#C[N-]C#N,298,0.1,1.62
C2005_A0056,C=CCC[n+]1ccn(C)c1.N#C[N-]C#N,298,0.1,1.43
C0733_A0056,C#CCn1cc[n+](C)c1.N#C[N-]C#N,298,0.1,2.04
C0391_A0056,C[n+]1cn(N)cn1.N#C[N-]C#N,298,0.1,1.96
C1199_A0321,CCCCC(CC)COP(=O)([O-])OCC(CC)CCCC.CCCC[P+](CCCC)(CCCC)CCCC,313,0.1,2.51
C1119_A0321,CCCCC(CC)COP(=O)([O-])OCC(CC)CCCC.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,313,0.1,2.75
C1119_A0322,CCCCC(CC)C(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,313,0.1,2.27
C1119_A0159,CCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,313,0.1,2.09
C1119_A0323,CCCCCC(C)CCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,313,0.1,2.1
C1119_A0324,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,313,0.1,2.24
C2015_A0048,CC[N+]1=C2CCCN2CCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298,0.1,1.7
C2016_A0048,CCC[N+]1=C2CCCN2CCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298,0.1,1.84
C2017_A0048,CCCC[N+]1=C2CCCN2CCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298,0.1,1.97
C1223_A0048,CC[N+]1=C2CCCCCN2CCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298,0.1,2.23
C2019_A0048,CCC[N+]1=C2CCCCCN2CCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298,0.1,2.29
C0639_A0027,C=Cn1cc[n+](CC)c1.O=S(=O)(F)[N-]S(=O)(=O)F,298,0.1,1.36
C0316_A0027,C=CCn1cc[n+](C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,298,0.1,1.29
C1779_A0027,C=CC[n+]1ccn(CC)c1.O=S(=O)(F)[N-]S(=O)(=O)F,298,0.1,1.24
C2026_A0027,COC(C)n1cc[n+](C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,298,0.1,1.46
C2027_A0027,CCn1cc[n+](C(C)OC)c1.O=S(=O)(F)[N-]S(=O)(=O)F,298,0.1,1.38
C2028_A0027,CCOC(C)[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,298,0.1,1.45
