NAMES,SMILES,VALUE
C1098_A0086,CCCC[n+]1ccn(C)c1C.O=S(=O)([O-])OCCCC(F)(F)C(F)(F)F,13
C1098_A0078,CCCC[n+]1ccn(C)c1C.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-14
C1098_A0058,CCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1C,36
C1098_A0011,CCCC[n+]1ccn(C)c1C.F[P-](F)(F)(F)(F)F,40
C0888_A0084,CCCCCCCC[n+]1ccn(C)c1C.O=S(=O)([O-])C(F)(F)F,-38
C0571_A0033,Cc1[nH+]ccn1CCCC#N.[Cl-],105
C0571_A0020,Cc1[nH+]ccn1CCCC#N.F[B-](F)(F)F,40
C0571_A0011,Cc1[nH+]ccn1CCCC#N.F[P-](F)(F)(F)(F)F,85
C0140_A0051,Cn1cc([N+](=O)[O-])[n+](C)c1.[O-][Cl+3]([O-])([O-])[O-],172
C0140_A0090,Cn1cc([N+](=O)[O-])[n+](C)c1.O=[N+]([O-])[O-],163
C1004_A0048,Cn1cc[n+]2c1CCC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,84
C1036_A0048,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-5
C0673_A0004,CCn1cc[n+](C(C)CO)c1.[Br-],6
C0398_A0004,CCn1cc[n+](C(CO)C(C)C)c1.[Br-],12
C0003_A0004,CCn1cc[n+](C(CO)CC(C)C)c1.[Br-],16
C1134_A0048,C[n+]1ccn2c1CCCC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,47
C0214_A0048,CCn1cc[n+](CC)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-22
C0517_A0051,Cc1n(C)cc([N+](=O)[O-])[n+]1C.[O-][Cl+3]([O-])([O-])[O-],186
C0517_A0090,Cc1n(C)cc([N+](=O)[O-])[n+]1C.O=[N+]([O-])[O-],161
C0904_A0051,CC[n+]1c([N+](=O)[O-])cn(C)c1C.[O-][Cl+3]([O-])([O-])[O-],146
C0904_A0090,CC[n+]1c([N+](=O)[O-])cn(C)c1C.O=[N+]([O-])[O-],65
C0503_A0069,Cc1c(C)[n+](C)c(C)n1C.[I-],213
C0503_A0048,Cc1c(C)[n+](C)c(C)n1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,118
C0503_A0011,Cc1c(C)[n+](C)c(C)n1C.F[P-](F)(F)(F)(F)F,166
C0523_A0020,Cn1c(Br)c(Br)[n+](C)c1Br.F[B-](F)(F)F,268
C0459_A0048,CCCC[n+]1nn(C)c2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,29
C0459_A0054,CCCC[n+]1nn(C)c2ccccc21.CS(=O)(=O)[O-],57
C0459_A0030,CCCC[n+]1nn(C)c2ccccc21.Cc1ccc(S(=O)(=O)[O-])cc1,120
C0235_A0004,Cn1n[n+](Cc2ccccc2)c2ccccc21.[Br-],173
C0235_A0048,Cn1n[n+](Cc2ccccc2)c2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,69
C0235_A0054,CS(=O)(=O)[O-].Cn1n[n+](Cc2ccccc2)c2ccccc21,92
C0235_A0030,Cc1ccc(S(=O)(=O)[O-])cc1.Cn1n[n+](Cc2ccccc2)c2ccccc21,143
C0826_A0069,Cn1cn[n+](CCN=[N+]=[N-])c1.[I-],54
C0583_A0051,C[n+]1cn(CCN=[N+]=[N-])cn1.[O-][Cl+3]([O-])([O-])[O-],63
C0178_A0090,O=[N+]([O-])[O-].[N-]=[N+]=NCC[NH+]1C=NC=N1,99
C0554_A0004,[Br-].[N-]=[N+]=NCC[n+]1cn(N)cn1,85
C0554_A0090,O=[N+]([O-])[O-].[N-]=[N+]=NCC[n+]1cn(N)cn1,70
C0550_A0084,CCCC[n+]1cn(CCC(F)(F)F)cn1.O=S(=O)([O-])C(F)(F)F,33
C0550_A0048,CCCC[n+]1cn(CCC(F)(F)F)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,69
C0172_A0048,CCCCCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,55
C0706_A0048,CCCCCCCCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,53
C0579_A0048,Cn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,62
C0992_A0048,CCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,28
C0074_A0048,CCCCCCCn1c[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,22
C1094_A0020,CCCCCCC[n+]1cn(C(C)F)cn1.F[B-](F)(F)F,52
C0522_A0084,CCCCCCCCCC[n+]1cn(C(C)F)cn1.O=S(=O)([O-])C(F)(F)F,46
C0711_A0004,CCCCCCCn1c[n+](CC(O)C(F)(F)F)cn1.[Br-],211
C0593_A0090,Cn1c[n+](C)cn1.O=[N+]([O-])[O-],1
C0391_A0051,C[n+]1cn(N)cn1.[O-][Cl+3]([O-])([O-])[O-],86
C0391_A0090,C[n+]1cn(N)cn1.O=[N+]([O-])[O-],54
C0391_A0073,C[n+]1cn(N)cn1.[N-]=[N+]=[N-],43
C0125_A0051,C[NH+]1C=NC(N=[N+]=[N-])=N1.[O-][Cl+3]([O-])([O-])[O-],55
C0125_A0090,C[NH+]1C=NC(N=[N+]=[N-])=N1.O=[N+]([O-])[O-],66
C0125_A0019,C[NH+]1C=NC(N=[N+]=[N-])=N1.O=C([O-])C1([N+](=O)[O-])N=NN=N1,-38
C0125_A0035,C[NH+]1C=NC(N=[N+]=[N-])=N1.O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1,80
C0890_A0090,CC1=NC(N=[N+]=[N-])=N[NH2+]1.O=[N+]([O-])[O-],118
C0689_A0090,O=[N+]([O-])[O-].[N-]=[N+]=NC1=N[NH2+]C=N1,147
C0689_A0035,O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1.[N-]=[N+]=NC1=N[NH2+]C=N1,92
C0771_A0090,O=[N+]([O-])[O-].[N-]=[N+]=NC1=N[NH2+]C(N=[N+]=[N-])=N1,97
C0175_A0051,Cn1c[n+](C)nc1N=[N+]=[N-].[O-][Cl+3]([O-])([O-])[O-],68
C0175_A0090,Cn1c[n+](C)nc1N=[N+]=[N-].O=[N+]([O-])[O-],98
C0781_A0048,CCCn1c[n+](CCCCC(F)(F)C(F)(F)S(F)(F)(F)(F)F)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-55
C0430_A0051,N[NH+]1C=NC=N1.[O-][Cl+3]([O-])([O-])[O-],91
C0430_A0090,N[NH+]1C=NC=N1.O=[N+]([O-])[O-],121
C0218_A0019,Nn1cn[nH+]c1.O=C([O-])C1([N+](=O)[O-])N=NN=N1,102
C0218_A0035,Nn1cn[nH+]c1.O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1,137
C0218_A0014,Nn1cn[nH+]c1.O=C([O-])C1([N+](=O)[O-])N=CN=N1,64
C0218_A0051,Nn1cn[nH+]c1.[O-][Cl+3]([O-])([O-])[O-],83
C0218_A0090,Nn1cn[nH+]c1.O=[N+]([O-])[O-],69
C0326_A0051,Cn1cn[n+](N)c1.[O-][Cl+3]([O-])([O-])[O-],108
C0326_A0090,Cn1cn[n+](N)c1.O=[N+]([O-])[O-],-62
C0007_A0051,NC1=NC=N[NH+]1N.[O-][Cl+3]([O-])([O-])[O-],138
C0007_A0090,NC1=NC=N[NH+]1N.O=[N+]([O-])[O-],159
C0007_A0035,NC1=NC=N[NH+]1N.O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1,153
C0442_A0035,C1=NC=N[NH2+]1.O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1,156
C0058_A0035,C[NH+]1C=NC=N1.O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1,102
C1039_A0011,CCCC[n+]1nn(CC)c2ccccc21.F[P-](F)(F)(F)(F)F,101
C0322_A0004,CCCCn1n[n+](CCCC)c2ccccc21.[Br-],88
C0322_A0020,CCCCn1n[n+](CCCC)c2ccccc21.F[B-](F)(F)F,85
C0322_A0011,CCCCn1n[n+](CCCC)c2ccccc21.F[P-](F)(F)(F)(F)F,113
C1003_A0069,Cc1n(C)c(C(F)(F)F)n[n+]1CCCF.[I-],115
C1003_A0048,Cc1n(C)c(C(F)(F)F)n[n+]1CCCF.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,49
C0277_A0051,Cc1n(C)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[n+]1C.[O-][Cl+3]([O-])([O-])[O-],90
C0277_A0020,Cc1n(C)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[n+]1C.F[B-](F)(F)F,98
C0277_A0048,Cc1n(C)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,81
C0801_A0051,Cc1n(C)c(C(F)(F)F)n[n+]1C.[O-][Cl+3]([O-])([O-])[O-],128
C0801_A0020,Cc1n(C)c(C(F)(F)F)n[n+]1C.F[B-](F)(F)F,130
C0801_A0048,Cc1n(C)c(C(F)(F)F)n[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,70
C0801_A0084,Cc1n(C)c(C(F)(F)F)n[n+]1C.O=S(=O)([O-])C(F)(F)F,137
C0902_A0090,Cn1cc[n+](N)n1.O=[N+]([O-])[O-],87
C0902_A0073,Cn1cc[n+](N)n1.[N-]=[N+]=[N-],50
C0298_A0090,CCn1cc[n+](N)n1.O=[N+]([O-])[O-],31
C0154_A0090,CCCn1cc[n+](N)n1.O=[N+]([O-])[O-],34
C0936_A0090,C=CCn1cc[n+](N)n1.O=[N+]([O-])[O-],10
C0216_A0090,CCCCn1cc[n+](N)n1.O=[N+]([O-])[O-],49
C0405_A0004,Nn1cn[n+](CCBr)c1.[Br-],131
C0411_A0048,C[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,105
C0411_A0056,C[N+]1(C)CCCC1.N#C[N-]C#N,115
C0411_A0034,C[N+]1(C)CCCC1.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,14
C0411_A0032,CS(=O)(=O)[N-]S(C)(=O)=O.C[N+]1(C)CCCC1,48
C0411_A0054,CS(=O)(=O)[O-].C[N+]1(C)CCCC1,200
C0411_A0079,C[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,198
C0411_A0030,C[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,167
C0411_A0039,C[N+]1(C)CCCC1.O=C([O-])C=CC(=O)O,74
C0411_A0088,C[N+]1(C)CCCC1.O=C([O-])c1ccccc1C(=O)O,88
C0876_A0056,CC[N+]1(C)CCCC1.N#C[N-]C#N,-10
C0876_A0054,CC[N+]1(C)CCCC1.CS(=O)(=O)[O-],40
C0876_A0079,CC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,176
C0876_A0030,CC[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,120
C0152_A0056,CCC[N+]1(C)CCCC1.N#C[N-]C#N,-35
C0152_A0027,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,-18
C0152_A0054,CCC[N+]1(C)CCCC1.CS(=O)(=O)[O-],80
C0152_A0030,CCC[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,80
C0315_A0020,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,78
C0315_A0008,CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)F,-18
C0315_A0043,CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,22
C0315_A0009,CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,53
C0315_A0021,CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,61
C0315_A0056,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,-55
C0315_A0032,CCCC[N+]1(C)CCCC1.CS(=O)(=O)[N-]S(C)(=O)=O,-58
C0315_A0054,CCCC[N+]1(C)CCCC1.CS(=O)(=O)[O-],63
C0315_A0079,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,94
C0315_A0030,CCCC[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,115
C0315_A0012,CCCC[N+]1(C)CCCC1.O=P([O-])(O)O,112
C0315_A0087,CC(=O)[O-].CCCC[N+]1(C)CCCC1,81
C0821_A0056,CCCCCC[N+]1(C)CCCC1.N#C[N-]C#N,-55
C0821_A0032,CCCCCC[N+]1(C)CCCC1.CS(=O)(=O)[N-]S(C)(=O)=O,-55
C0821_A0054,CCCCCC[N+]1(C)CCCC1.CS(=O)(=O)[O-],86
C0821_A0079,CCCCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,120
C0821_A0030,CCCCCC[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,137
C1153_A0048,COC(=O)C[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-42
C0397_A0079,CCCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,117
C1075_A0064,C[NH+]1CCCC1.O=C([O-])C(F)(F)F,38
C1075_A0024,C[NH+]1CCCC1.O=C[O-],-32
C1091_A0020,COC[N+]1(C)CCCC1.F[B-](F)(F)F,-18
C1091_A0048,COC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-21
C1091_A0008,COC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)F,-4
C1091_A0043,COC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,26
C0141_A0020,COCC[N+]1(C)CCCC1.F[B-](F)(F)F,12
C0141_A0008,COCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)F,-16
C0141_A0043,COCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,-3
C0155_A0074,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,-4
C0044_A0048,CC[N+]1(CC(=O)OC)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-42
C0867_A0010,CC1(C)CC(N)CC(C)(C)[NH2+]1.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,88
C0867_A0036,CC1(C)CC(N)CC(C)(C)[NH2+]1.O=C([CH-]C(=O)C(F)(F)F)c1ccco1,152
C0728_A0008,COCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)F,-16
C0728_A0043,COCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,-15
C0728_A0009,COCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,-9
C0728_A0021,COCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,20
C0137_A0020,CCCC[N+]1(C)CCCCC1.F[B-](F)(F)F,146
C0137_A0008,CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)F,12
C0137_A0043,CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,41
C0137_A0009,CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,81
C0137_A0021,CCCC[N+]1(C)CCCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,92
C0168_A0020,CCCCCCCC[N+]1(C)CCCCC1.F[B-](F)(F)F,92
C0168_A0084,CCCCCCCC[N+]1(C)CCCCC1.O=S(=O)([O-])C(F)(F)F,47
C0645_A0048,CC[NH+]1CCC=C1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,45
C1100_A0069,CCC[NH+]1CCC=C1C.[I-],85
C1100_A0048,CCC[NH+]1CCC=C1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,19
C0502_A0069,CCCC[NH+]1CCC=C1C.[I-],111
C0502_A0048,CCCC[NH+]1CCC=C1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,36
C0734_A0020,CCCC[n+]1ccccc1.F[B-](F)(F)F,15
C0734_A0048,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,26
C0734_A0078,CCCC[n+]1ccccc1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,3
C0734_A0031,CCCC[n+]1ccccc1.O=C([O-])c1ccccc1,11
C0527_A0011,CCCCCCCCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,106
C0209_A0011,CCCCCCCCCCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,124
C0428_A0011,CCCCCCCCCCCCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,126
C0279_A0011,CCCCCCCCCCCCCCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,126
C0845_A0031,CCCC[n+]1ccc(C)cc1.O=C([O-])c1ccccc1,10
C1109_A0011,CCCCCCCCCCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,55
C0853_A0011,CCCCCCCCCCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F,56
C0721_A0011,CCCCCCCCCCCCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,68
C0676_A0011,CCCCCCCCCCCCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F,71
C0701_A0011,CCCCCCCCCCCCCCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,74
C0620_A0011,CCCCCCCCCCCCCCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F,75
C0844_A0011,CCCCCCCCCCCCCCCCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,87
C0222_A0011,CCCCCCCCCCCCCCCCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F,88
C0233_A0033,N#CCCC[n+]1ccccc1.[Cl-],101
C0233_A0020,F[B-](F)(F)F.N#CCCC[n+]1ccccc1,62
C0233_A0048,N#CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-65
C0233_A0011,F[P-](F)(F)(F)(F)F.N#CCCC[n+]1ccccc1,95
C0062_A0078,CC[n+]1ccccc1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-11
C0541_A0048,FC(F)(CC[n+]1ccccc1)C(F)(F)S(F)(F)(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,33
C1057_A0048,FC(F)(CCCC[n+]1ccccc1)C(F)(F)S(F)(F)(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,18
C0570_A0048,FC(F)(CC[n+]1ccccc1)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,36
C0096_A0048,FC(F)(F)CC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,67
C0096_A0084,FC(F)(F)CC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([O-])C(F)(F)F,98
C1087_A0004,CCCC[n+]1cc(C)cc(C)c1.[Br-],95
C1083_A0004,CCCC[n+]1ccc(N(C)C)cc1.[Br-],222
C0425_A0048,CCCCOC(=O)c1ccc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15
C0791_A0048,CCCCCC[n+]1cc(C)cc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,10
C0061_A0004,CCCCCC[n+]1ccc(N(C)C)cc1.[Br-],196
C0009_A0004,CCCCCC[n+]1ccc(N(C)C)c(C)c1.[Br-],119
C0009_A0048,CCCCCC[n+]1ccc(N(C)C)c(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-2
C0787_A0048,CCCCCC[n+]1ccc(N2CCC(C)CC2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,37
C0777_A0012,O=P([O-])(O)O.O=S(=O)(O)CCC[n+]1ccccc1,90
C0516_A0069,CCCC[N+]1=C(C(C)C)SC[C@H]1CC.[I-],137
C0516_A0020,CCCC[N+]1=C(C(C)C)SC[C@H]1CC.F[B-](F)(F)F,111
C0516_A0011,CCCC[N+]1=C(C(C)C)SC[C@H]1CC.F[P-](F)(F)(F)(F)F,136
C0681_A0011,CCCCCCCCCCCC[N+]1=C(C(C)C)SC[C@H]1CC.F[P-](F)(F)(F)(F)F,42
C0310_A0020,C[S+](C)C.F[B-](F)(F)F,217
C0310_A0048,C[S+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,45
C0310_A0056,C[S+](C)C.N#C[N-]C#N,-1
C0310_A0034,C[S+](C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,32
C0598_A0034,CC[S+](CC)CC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,32
C0913_A0048,CCCC[S+](CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-8
C0729_A0056,CC[S+](C)C.N#C[N-]C#N,-28
C0985_A0048,C[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,136
C0767_A0048,CC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,105
C0767_A0034,CC[N+](C)(C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-10
C0284_A0020,COC[N+](C)(C)C.F[B-](F)(F)F,46
C0284_A0048,COC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5
C0243_A0048,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,19
C0243_A0034,CCC[N+](C)(C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,10
C0243_A0074,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,19
C0091_A0048,CC(C)[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,129
C0091_A0034,CC(C)[N+](C)(C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,29
C0441_A0048,CC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,96
C0247_A0048,C=CC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,41
C0247_A0034,C=CC[N+](C)(C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-3
C0717_A0048,C#CC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,45
C0982_A0020,COC=C(C)[NH+](C)C.F[B-](F)(F)F,-16
C0982_A0061,COC=C(C)[NH+](C)C.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,51
C0231_A0048,CCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-14
C0597_A0048,CC[N+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,129
C0597_A0034,CC[N+](C)(CC)CC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,20
C0597_A0007,CC[N+](C)(CC)CC.O=C1[N-]S(=O)(=O)c2ccccc21,26
C0595_A0061,CCOC=C(C)[NH+](C)C.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,47
C0918_A0061,CC[N+](C)(C)CCOC.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,48
C0687_A0048,CC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,105
C0687_A0067,CC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,83
C0687_A0034,CC[N+](CC)(CC)CC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,20
C0687_A0074,CC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,69
C0687_A0080,CC[N+](CC)(CC)CC.O=S(=O)([O-])OCC(F)(F)F,5
C0687_A0038,CC[N+](CC)(CC)CC.O=S(=O)([O-])OCC(F)(F)C(F)F,-9
C0687_A0078,CC[N+](CC)(CC)CC.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-13
C0687_A0003,CC[N+](CC)(CC)CC.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,46
C0025_A0020,CCCC[N+](C)(C)CC.F[B-](F)(F)F,158
C0025_A0048,CCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-8
C0156_A0048,CCCC[N+](C)(C)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15
C0156_A0055,CCCC[N+](C)(C)CCC.N#C[C-](C#N)C#N,7
C0709_A0020,CCCCCC[N+](C)(C)C.F[B-](F)(F)F,126
C0709_A0048,CCCCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,27
C1011_A0048,CC[N+](C)(C(C)C)C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,140
C0907_A0048,CC[N+](CC)(C(C)C)C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,148
C0973_A0048,CCCCCCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5
C0910_A0004,CCC(C)C[N+](CC)(CC)CC.[Br-],100
