NAMES,SMILES,VALUE
C0656_A0048,CCC[N+](CCC)(CCC)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,105
C0656_A0007,CCC[N+](CCC)(CCC)CCC.O=C1[N-]S(=O)(=O)c2ccccc21,96
C0352_A0048,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,20
C0352_A0032,CCCCCC[N+](CC)(CC)CC.CS(=O)(=O)[N-]S(C)(=O)=O,-54
C0352_A0054,CCCCCC[N+](CC)(CC)CC.CS(=O)(=O)[O-],62
C0352_A0030,CCCCCC[N+](CC)(CC)CC.Cc1ccc(S(=O)(=O)[O-])cc1,109
C0297_A0048,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,90
C0297_A0080,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])OCC(F)(F)F,80
C0297_A0038,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])OCC(F)(F)C(F)F,-4
C0297_A0078,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-8
C0297_A0003,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,59
C0319_A0056,CCCCCC[N+](CCCC)(CCCC)CCCC.N#C[N-]C#N,-43
C0319_A0030,CCCCCC[N+](CCCC)(CCCC)CCCC.Cc1ccc(S(=O)(=O)[O-])cc1,50
C0832_A0048,CCCCC[N+](CCCCC)(CCCCC)CCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,25
C0832_A0034,CCCCC[N+](CCCCC)(CCCCC)CCCCC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,16
C0832_A0074,CCCCC[N+](CCCCC)(CCCCC)CCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,25
C0234_A0048,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-8
C0234_A0031,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.O=C([O-])c1ccccc1,-50
C0020_A0004,CCCCCCCC[N+](CCC)(CCCCCCCC)CCCCCCCC.[Br-],74
C0565_A0033,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],-9
C0565_A0048,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,11
C0034_A0004,CCCCCCCCCCCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],63
C1093_A0048,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,31
C0512_A0004,CCCCCCCCCCCC[N+](C)(CCCCCCCCCCCC)CCCCCCCCCCCC.[Br-],75
C0079_A0048,CCCCCCCCCCCCCC[NH3+].O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,31
C0446_A0020,CC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,163
C1138_A0020,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC[N+](C)(C)C(C)C.F[B-](F)(F)F,205
C1138_A0048,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC[N+](C)(C)C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,41
C0394_A0069,CCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.[I-],82
C0394_A0051,CCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.[O-][Cl+3]([O-])([O-])[O-],78
C0394_A0020,CCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,70
C0394_A0011,CCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[P-](F)(F)(F)(F)F,104
C0394_A0064,CCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.O=C([O-])C(F)(F)F,73
C0179_A0020,CCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,43
C0864_A0020,CCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,71
C0099_A0020,CCCCCCCC[N+](C)(C)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C.F[B-](F)(F)F,88
C0962_A0020,CCCCCCCCC[N+](C)(C)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C.F[B-](F)(F)F,71
C0662_A0020,CCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,57
C0823_A0020,CCCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,46
C0840_A0020,CCCCCCCCCCCC[N+](C)(C)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,43
C0934_A0020,CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F,99
C0934_A0048,CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,47
C0213_A0020,CC[N+](C)(CC)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,151
C0686_A0020,CC[N+](CC)(CC)CO[C@H]1C[C@@H](C)CC[C@@H]1C(C)C.F[B-](F)(F)F,126
C0272_A0020,CCC[N+](C)(CC)CC.F[B-](F)(F)F,186
C0272_A0048,CCC[N+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,14
C0272_A0008,CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)F,95
C0272_A0043,CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)F,54
C0272_A0009,CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,57
C0272_A0021,CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,54
C0981_A0020,CCCC[N+](C)(CC)CC.F[B-](F)(F)F,165
C0981_A0048,CCCC[N+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,9
C0981_A0008,CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)F,-3
C0981_A0043,CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)F,15
C0981_A0009,CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,50
C0981_A0021,CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,60
C0452_A0020,COCC[N+](C)(C)C.F[B-](F)(F)F,54
C0452_A0048,COCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,37
C0452_A0008,COCC[N+](C)(C)C.F[B-](F)(F)C(F)(F)F,77
C0452_A0043,COCC[N+](C)(C)C.F[B-](F)(F)C(F)(F)C(F)(F)F,30
C0452_A0009,COCC[N+](C)(C)C.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,23
C0452_A0021,COCC[N+](C)(C)C.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,50
C0918_A0020,CC[N+](C)(C)CCOC.F[B-](F)(F)F,4
C0918_A0008,CC[N+](C)(C)CCOC.F[B-](F)(F)C(F)(F)F,8
C0918_A0043,CC[N+](C)(C)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)F,-33
C0918_A0021,CC[N+](C)(C)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-28
C0406_A0008,CC[N+](C)(CC)CCOC.F[B-](F)(F)C(F)(F)F,-22
C0260_A0020,CC[N+](CC)(CC)CCOC.F[B-](F)(F)F,56
C0260_A0008,CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)F,10
C0260_A0043,CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)F,3
C0260_A0009,CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,6
C0260_A0021,CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,11
C0979_A0020,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.F[B-](F)(F)F,60
C0979_A0026,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[BH4-],-8
C0979_A0048,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-39
C0979_A0090,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=[N+]([O-])[O-],13
C0979_A0030,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.Cc1ccc(S(=O)(=O)[O-])cc1,78
C0979_A0080,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([O-])OCC(F)(F)F,4
C0979_A0038,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([O-])OCC(F)(F)C(F)F,-5
C0979_A0078,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-2
C0979_A0017,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([O-])O,-22
C0979_A0011,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.F[P-](F)(F)(F)(F)F,59
C0979_A0012,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=P([O-])(O)O,-23
C0979_A0087,CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,-23
C0979_A0024,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=C[O-],4
C0979_A0070,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=C([O-])O,-7
C0979_A0047,CC=CC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,18
C0176_A0048,CCCCCCCC[N+]12CCN(CC1)CC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,26
C0623_A0010,CCC[NH+](CCC)CCC.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,-10
C0623_A0037,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CCC[NH+](CCC)CCC,-83
C0623_A0036,CCC[NH+](CCC)CCC.O=C([CH-]C(=O)C(F)(F)F)c1ccco1,-82
C0623_A0005,CCC[NH+](CCC)CCC.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,-65
C0932_A0090,CCCC[NH+](CCCC)CCCC.O=[N+]([O-])[O-],22
C0932_A0010,CCCC[NH+](CCCC)CCCC.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,-93
C0932_A0037,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CCCC[NH+](CCCC)CCCC,-65
C0932_A0036,CCCC[NH+](CCCC)CCCC.O=C([CH-]C(=O)C(F)(F)F)c1ccco1,-65
C0932_A0005,CCCC[NH+](CCCC)CCCC.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,52
C0134_A0010,CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,-11
C0134_A0037,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C,-96
C0134_A0036,CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C.O=C([CH-]C(=O)C(F)(F)F)c1ccco1,-92
C0134_A0005,CC(C)CCCCC[NH+](CCCCCC(C)C)CCCCCC(C)C.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,-86
C0036_A0010,CCC[NH2+]CCC.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,97
C0036_A0005,CCC[NH2+]CCC.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,103
C0036_A0015,CCC[NH2+]CCC.N#C[S-],6
C0903_A0037,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)[NH2+]C(C)C,91
C0903_A0005,CC(C)[NH2+]C(C)C.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,124
C0287_A0010,CCCC[NH2+]CCCC.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,84
C0287_A0005,CCCC[NH2+]CCCC.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,71
C0779_A0037,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)C[NH2+]CC(C)C,63
C0779_A0005,CC(C)C[NH2+]CC(C)C.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,140
C0868_A0048,CC[N+]12CCN(CC1)CC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,76
C0473_A0048,CC[NH+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3
C0843_A0048,CC[NH3+].O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,48
C0843_A0090,CC[NH3+].O=[N+]([O-])[O-],9
C0843_A0017,CC[NH3+].O=S(=O)([O-])O,40
C0843_A0087,CC(=O)[O-].CC[NH3+],87
C0843_A0024,CC[NH3+].O=C[O-],-15
C0688_A0048,C[N+](C)(C)CC#N.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,35
C0449_A0090,O=[N+]([O-])[O-].[NH3+]CCO,51
C0449_A0024,O=C[O-].[NH3+]CCO,-82
C0449_A0044,COS(=O)(=O)[O-].[NH3+]CCO,99
C0818_A0004,CCCCC[N+](C)(C)CCCCC.[Br-],76
C0818_A0069,CCCCC[N+](C)(C)CCCCC.[I-],86
C0332_A0004,CCCCCC[N+](C)(C)CCCCCC.[Br-],54
C0332_A0069,CCCCCC[N+](C)(C)CCCCCC.[I-],45
C0813_A0004,CCCCC[N+](CC)(CC)CCCCC.[Br-],58
C0813_A0069,CCCCC[N+](CC)(CC)CCCCC.[I-],95
C0822_A0004,CCCCCC[N+](CC)(CC)CCCCCC.[Br-],75
C0822_A0069,CCCCCC[N+](CC)(CC)CCCCCC.[I-],73
C0225_A0090,O=C1CCCCC[NH2+]1.O=[N+]([O-])[O-],45
C0225_A0031,O=C([O-])c1ccccc1.O=C1CCCCC[NH2+]1,31
C0225_A0089,O=C([O-])CCl.O=C1CCCCC[NH2+]1,29
C0230_A0007,CCCC(=O)OCC[N+](C)(C)C.O=C1[N-]S(=O)(=O)c2ccccc21,89
C0230_A0049,CC1=CC(=O)[N-]S(=O)(=O)O1.CCCC(=O)OCC[N+](C)(C)C,49
C0482_A0012,C[N+](C)(C)CCO.O=P([O-])(O)O,119
C0873_A0090,O=C1CCC[NH2+]1.O=[N+]([O-])[O-],8
C0873_A0031,O=C([O-])c1ccccc1.O=C1CCC[NH2+]1,7
C0873_A0089,O=C([O-])CCl.O=C1CCC[NH2+]1,32
C0514_A0020,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.F[B-](F)(F)F,28
C0514_A0062,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.O=N[O-],-2
C0358_A0020,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.F[B-](F)(F)F,56
C0358_A0090,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=[N+]([O-])[O-],36
C0745_A0090,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.O=[N+]([O-])[O-],85
C0329_A0017,C[N+](C)(C)CCCCS(=O)(=O)O.O=S(=O)([O-])O,-11
C0679_A0024,C[NH3+].O=C[O-],13
C0647_A0090,CCC[NH3+].O=[N+]([O-])[O-],4
C0647_A0064,CCC[NH3+].O=C([O-])C(F)(F)F,67
C0647_A0024,CCC[NH3+].O=C[O-],50
C0600_A0024,CCCC[NH3+].O=C[O-],2
C0600_A0015,CCCC[NH3+].N#C[S-],21
C0546_A0024,CCCCC[NH3+].O=C[O-],12
C0511_A0024,CC(C)C[NH3+].O=C[O-],26
C0040_A0024,CCC(C)C[NH3+].O=C[O-],-1
C0603_A0024,CC(C)CC[NH3+].O=C[O-],47
C0488_A0017,C[N+](C)(C)CCCS(=O)(=O)O.O=S(=O)([O-])O,-12
C0157_A0017,CC[N+](CC)(CC)CCCS(=O)(=O)O.O=S(=O)([O-])O,-9
C0016_A0017,CCCC[N+](CCCC)(CCCC)CCCS(=O)(=O)O.O=S(=O)([O-])O,-7
C0695_A0056,CC[N+](CC)(CC)Cc1ccccc1.N#C[N-]C#N,83
C0695_A0084,CC[N+](CC)(CC)Cc1ccccc1.O=S(=O)([O-])C(F)(F)F,109
C0695_A0007,CC[N+](CC)(CC)Cc1ccccc1.O=C1[N-]S(=O)(=O)c2ccccc21,151
C0695_A0015,CC[N+](CC)(CC)Cc1ccccc1.N#C[S-],88
C1056_A0056,C[N+](C)(C)c1ccccc1.N#C[N-]C#N,117
C1056_A0084,C[N+](C)(C)c1ccccc1.O=S(=O)([O-])C(F)(F)F,83
C1056_A0030,C[N+](C)(C)c1ccccc1.Cc1ccc(S(=O)(=O)[O-])cc1,150
C1056_A0007,C[N+](C)(C)c1ccccc1.O=C1[N-]S(=O)(=O)c2ccccc21,194
C1056_A0015,C[N+](C)(C)c1ccccc1.N#C[S-],116
C1115_A0048,CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,7
C0716_A0048,CC[N+](CC)(CC)COC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-3
C0542_A0004,C[N+](C)(Cc1ccccc1)Cc1ccccc1.[Br-],175
C0542_A0020,C[N+](C)(Cc1ccccc1)Cc1ccccc1.F[B-](F)(F)F,166
C0542_A0011,C[N+](C)(Cc1ccccc1)Cc1ccccc1.F[P-](F)(F)(F)(F)F,218
C0205_A0020,Cc1ccccc1C[N+](C)(C)Cc1ccccc1C.F[B-](F)(F)F,231
C0205_A0011,Cc1ccccc1C[N+](C)(C)Cc1ccccc1C.F[P-](F)(F)(F)(F)F,270
C0035_A0033,Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1.[Cl-],149
C0035_A0020,Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1.F[B-](F)(F)F,163
C0035_A0011,Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1.F[P-](F)(F)(F)(F)F,161
C1058_A0004,Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1.[Br-],202
C1058_A0020,Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1.F[B-](F)(F)F,206
C1058_A0011,Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1.F[P-](F)(F)(F)(F)F,218
C0313_A0011,CCCC[N+](C)(C)CCCC.F[P-](F)(F)(F)(F)F,164
C0268_A0090,CCCC[N+](C)=C(N(C)C)N(C)C.O=[N+]([O-])[O-],72
C0268_A0063,CCCC[N+](C)=C(N(C)C)N(C)C.O=[N+]([O-])[N-][N+](=O)[O-],75
C0641_A0090,Cn1cnn(C)c1=[N+](C)C.O=[N+]([O-])[O-],74
C0304_A0090,C[NH+]=C1N(C)CCN1C.O=[N+]([O-])[O-],3
C1152_A0051,CCC[NH+]=C1N(C)CCN1C.[O-][Cl+3]([O-])([O-])[O-],6
C0046_A0051,CCC[N+](C)=C1N(C)CCN1C.[O-][Cl+3]([O-])([O-])[O-],39
C0046_A0090,CCC[N+](C)=C1N(C)CCN1C.O=[N+]([O-])[O-],31
C0164_A0051,CCCC[N+](C)=C1N(C)CCN1C.[O-][Cl+3]([O-])([O-])[O-],28
C0164_A0090,CCCC[N+](C)=C1N(C)CCN1C.O=[N+]([O-])[O-],7
C0164_A0011,CCCC[N+](C)=C1N(C)CCN1C.F[P-](F)(F)(F)(F)F,-15
C1029_A0051,CCC[N+](C)=C1N(C)CCCN1C.[O-][Cl+3]([O-])([O-])[O-],128
C1029_A0090,CCC[N+](C)=C1N(C)CCCN1C.O=[N+]([O-])[O-],57
C0568_A0051,CCCC[N+](C)=C1N(C)CCCN1C.[O-][Cl+3]([O-])([O-])[O-],78
C0568_A0090,CCCC[N+](C)=C1N(C)CCCN1C.O=[N+]([O-])[O-],6
C1019_A0051,CCC[N+](C)=C1N(C)COCN1C.[O-][Cl+3]([O-])([O-])[O-],94
C1019_A0090,CCC[N+](C)=C1N(C)COCN1C.O=[N+]([O-])[O-],65
C0409_A0033,CCCCCCOc1cc2c3cc(OCCCCCC)c(OCCCCCC)cc3c3cc(OCCCCC[NH+]=C(N(C)C)N(C)C)c(OCCCCCC)cc3c2cc1OCCCCCC.[Cl-],46
C0926_A0048,C[P+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,150
C0872_A0048,CC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,118
C0872_A0034,CC[P+](CC)(CC)CC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,19
C0057_A0033,CCCCCCCCCCCCC[PH2+]C.[Cl-],101
C0057_A0004,CCCCCCCCCCCCC[PH2+]C.[Br-],95
C0057_A0090,CCCCCCCCCCCCC[PH2+]C.O=[N+]([O-])[O-],60
C1119_A0020,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[B-](F)(F)F,39
C1119_A0011,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[P-](F)(F)(F)(F)F,40
C0189_A0004,CCCCCC[P+](CC)(CCCCCC)CCCCCC.[Br-],60
C0455_A0004,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],70
C0990_A0031,CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=C([O-])c1ccccc1,19
C0010_A0048,CCCCCC[P+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,21
C0010_A0034,CCCCCC[P+](C)(C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,7
C0010_A0074,CCCCCC[P+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,40
C0730_A0084,O=S(=O)(Cl)CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=S(=O)([O-])C(F)(F)F,91
C0738_A0048,CC[P+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,97
C0519_A0048,CCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,55
C0161_A0048,CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,17
C1136_A0048,CCCCCCCCCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,13
C1114_A0048,CC[P+](CC)(CC)COC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,14
C0678_A0048,CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,10
C0638_A0004,CCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Br-],59
C0722_A0071,CCOC(N(C)C)=[N+](C)C.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,33
C0870_A0071,CCSC(N(C)C)=[N+](C)C.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1
C1044_A0004,C[N+]1(CCO)CCOCC1.[Br-],150
C1044_A0048,C[N+]1(CCO)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,-42
C0318_A0051,CCC[N+]1(C)CCOCC1.[O-][Cl+3]([O-])([O-])[O-],91
C0318_A0090,CCC[N+]1(C)CCOCC1.O=[N+]([O-])[O-],58
C0318_A0011,CCC[N+]1(C)CCOCC1.F[P-](F)(F)(F)(F)F,86
C0700_A0090,C[N+]1(CCCF)CCOCC1.O=[N+]([O-])[O-],58
C0700_A0084,C[N+]1(CCCF)CCOCC1.O=S(=O)([O-])C(F)(F)F,68
C0700_A0011,C[N+]1(CCCF)CCOCC1.F[P-](F)(F)(F)(F)F,80
C0793_A0011,C[N+]1(CCOCC(F)(F)F)CCOCC1.F[P-](F)(F)(F)(F)F,72
C0056_A0011,C[N+]1(C(OCCC(F)(F)C(F)(F)C(F)F)C(F)F)CCOCC1.F[P-](F)(F)(F)(F)F,62
C0440_A0010,C1COCC[NH2+]1.O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F,62
C0440_A0037,C1COCC[NH2+]1.CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,86
C0440_A0036,C1COCC[NH2+]1.O=C([CH-]C(=O)C(F)(F)F)c1ccco1,72
C0440_A0005,C1COCC[NH2+]1.O=C([CH-]C(=O)C(F)(F)F)c1cccs1,102
C0561_A0048,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,29
C0750_A0020,CCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,66
C0750_A0048,CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,35
C0750_A0009,CCCC[N+]1(C)CCOCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,69
C0750_A0021,CCCC[N+]1(C)CCOCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,76
C1051_A0020,COCC[N+]1(C)CCOCC1.F[B-](F)(F)F,85
C1051_A0048,COCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,85
C1051_A0008,COCC[N+]1(C)CCOCC1.F[B-](F)(F)C(F)(F)F,1
C1051_A0021,COCC[N+]1(C)CCOCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,126
C0961_A0063,CN1N=N[NH+](N)C1N.O=[N+]([O-])[N-][N+](=O)[O-],85
C0420_A0051,CC1=[NH+]N(C)NN1C.[O-][Cl+3]([O-])([O-])[O-],133
C0746_A0069,Cc1n(C)nn[n+]1N.[I-],121
C0746_A0051,Cc1n(C)nn[n+]1N.[O-][Cl+3]([O-])([O-])[O-],51
C0371_A0069,CC1=[NH+]N(N)NN1C.[I-],124
C0371_A0051,CC1=[NH+]N(N)NN1C.[O-][Cl+3]([O-])([O-])[O-],140
C0371_A0090,CC1=[NH+]N(N)NN1C.O=[N+]([O-])[O-],94
